file,section,pattern_matched,match_text,context
1486159_10K_2015_0001486159-16-000090.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 10%,"t include, but are not limited to, transportation costs and adjustments for product quality. We also entered into various short-term sales contracts for a portion of our portfolio at fixed differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. For the years ended December 31, 2014 and 2013, sales to Musket Corporation accounted for approximately 13% and 11% of our total sales, respectively. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2015, 2014 and 2013. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in"
1486159_10K_2015_0001486159-16-000090.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 13%,"term sales contracts for a portion of our portfolio at fixed differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. For the years ended December 31, 2014 and 2013, sales to Musket Corporation accounted for approximately 13% and 11% of our total sales, respectively. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2015, 2014 and 2013. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston Basin. Since most of our oil and natural gas production is sold under market-based or spot market contracts, the"
1486159_10K_2015_0001486159-16-000090.json,item_7,(?i)major\s+customer,major customer,"fect on our results of operations or cash flows. Additionally, we sell a significant amount of our crude oil production through gathering systems connected to multiple pipeline and rail facilities. These gathering systems, which originate at the wellhead, reduce the need to transport barrels by truck from the wellhead. As of December 31, 2015, we were flowing over 80% of our gross operated oil production through these gathering systems. Please see “Item 1. Business-Marketing, transportation and major customers.” Our quarterly average net realized oil prices and average price differentials are shown in the tables below. Year ended December 31, 2015 Q1 Q2 Q3 Q4 Average Realized Oil Prices ($/Bbl)(1) $ 40.73 $ 52.04 $ 41.61 $ 37.77 $ 43.04 Average Price Differential(2) % % % % % Year ended December 31, 2014 Q1 Q2 Q3 Q4 Average Realized Oil Prices ($/Bbl)(1) $ 89.66 $ 94.48 $ 87.17 $ 62.79 $ 82.73 Average Price Differential(2) % % % % % Year ended December 31, 2013 Q1 Q2 Q3 Q4 Average Realized Oil Price"
1486159_10K_2016_0001486159-17-000009.json,item_1,(?i)major\s+customer,major customer,"terest for all producing wells averaged 54% and in the wells we operate averaged 76%. As of December 31, 2016, we had 141 gross (65.2 net) wells in the process of being drilled or completed in the Williston Basin, which includes two gross operated wells drilling, 83 gross operated wells waiting on completion and 56 gross non-operated wells drilling or completing. We participated in 64 gross (38.1 net) wells that were completed and brought on production during 2016. Marketing, transportation and major customers The Williston Basin crude oil rail and pipeline transportation and refining infrastructure has grown substantially over the past decade, largely in response to drilling activity in the Bakken and Three Forks formations. In December 2016, oil production in North Dakota was approximately 942,000 barrels per day. According to the North Dakota Pipeline Authority website’s data last updated January 13, 2017, there was approximately 851,000 barrels per day of crude oil pipeline transportation capaci"
1486159_10K_2016_0001486159-17-000009.json,item_1,(?i)10\s*%\s*(?:or more\s+)?of\s+(?:our\s+)?(?:total\s+)?(?:revenue|sales|net sales),10% of our total sales,"mited to, transportation costs and adjustments for product quality. We also entered into various short-term sales contracts for a portion of our portfolio at fixed differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. For the year ended December 31, 2014, sales to Musket Corporation accounted for approximately 13% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2016, 2015 and 2014. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, a"
1486159_10K_2016_0001486159-17-000009.json,item_1,(?i)10\s*%\s*(?:or more\s+)?of\s+(?:our\s+)?(?:total\s+)?(?:revenue|sales|net sales),10% of our total sales,"r a portion of our portfolio at fixed differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. For the year ended December 31, 2014, sales to Musket Corporation accounted for approximately 13% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2016, 2015 and 2014. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston Basin. Since most of our oil and nat"
1486159_10K_2016_0001486159-17-000009.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 10%,"that include, but are not limited to, transportation costs and adjustments for product quality. We also entered into various short-term sales contracts for a portion of our portfolio at fixed differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. For the year ended December 31, 2014, sales to Musket Corporation accounted for approximately 13% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2016, 2015 and 2014. We believe that the loss of any of these purchasers would not have a material adverse effect o"
1486159_10K_2016_0001486159-17-000009.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 10%,"hort-term sales contracts for a portion of our portfolio at fixed differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. For the year ended December 31, 2014, sales to Musket Corporation accounted for approximately 13% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2016, 2015 and 2014. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston Basin. Since most"
1486159_10K_2016_0001486159-17-000009.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 13%,"ets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. For the year ended December 31, 2014, sales to Musket Corporation accounted for approximately 13% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2016, 2015 and 2014. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston Basin. Since most of our oil and natural gas production is sold under market-based or spot market contracts, the revenues generated by"
1486159_10K_2016_0001486159-17-000009.json,item_7,(?i)major\s+customer,major customer,"rse effect on our results of operations or cash flows. Additionally, we sell a significant amount of our crude oil production through gathering systems connected to multiple pipeline and rail facilities. These gathering systems, which originate at the wellhead, reduce the need to transport barrels by truck from the wellhead. Currently, we are flowing approximately 90% of our gross operated oil production through these gathering systems. Please see “Item 1. Business-Marketing, transportation and major customers.” Our quarterly average net realized oil prices and average price differentials are shown in the tables below. Year ended December 31, 2016 Q1 Q2 Q3 Q4 Average Realized Oil Prices ($/Bbl)(1) $ 28.74 $ 40.81 $ 40.54 $ 44.57 $ 38.64 Average Price Differential(2) % % % % % Year ended December 31, 2015 Q1 Q2 Q3 Q4 Average Realized Oil Prices ($/Bbl)(1) $ 40.73 $ 52.04 $ 41.61 $ 37.77 $ 43.04 Average Price Differential(2) % % % % % Year ended December 31, 2014 Q1 Q2 Q3 Q4 Average Realized Oil Price"
1486159_10K_2017_0001486159-18-000010.json,item_1,(?i)major\s+customer,major customer,"rought on production during 2017. On December 11, 2017, we entered into a Purchase and Sale Agreement with Forge Energy to acquire approximately 22,000 net acres in the Delaware Basin. The Permian Basin Acquisition represents our initial entry into the Delaware Basin. The assets underlying the Permian Basin Acquisition are primarily located in the Bone Spring and Wolfcamp formations of the Delaware sub-basin, across Ward, Winkler, Loving and Reeves Counties, Texas. Marketing, transportation and major customers The Williston Basin crude oil rail and pipeline transportation and refining infrastructure has grown substantially over the past decade, largely in response to drilling activity in the Bakken and Three Forks formations. In December 2017, oil production in North Dakota was approximately 1,181,000 barrels per day. According to the North Dakota Pipeline Authority website’s data last updated January 19, 2018, there was approximately 1,371,000 barrels per day of crude oil pipeline transportation ca"
1486159_10K_2017_0001486159-18-000010.json,item_1,(?i)10\s*%\s*(?:or more\s+)?of\s+(?:our\s+)?(?:total\s+)?(?:revenue|sales|net sales),10% of our total sales,"r a portion of our portfolio at fixed differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2017, sales to Shell Trading (US) Company accounted for approximately 16% of our total sales. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2017, 2016 and 2015. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston Basin. Since most of our oil"
1486159_10K_2017_0001486159-18-000010.json,item_1,(?i)10\s*%\s*(?:or more\s+)?of\s+(?:our\s+)?(?:total\s+)?(?:revenue|sales|net sales),10% of our total sales,"not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2017, sales to Shell Trading (US) Company accounted for approximately 16% of our total sales. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2017, 2016 and 2015. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston Basin. Since most of our oil and natural gas production is sold under market-based or spot market contracts, the revenues generated by our operations are"
1486159_10K_2017_0001486159-18-000010.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 16%,"t include, but are not limited to, transportation costs and adjustments for product quality. We also entered into various short-term sales contracts for a portion of our portfolio at fixed differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2017, sales to Shell Trading (US) Company accounted for approximately 16% of our total sales. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2017, 2016 and 2015. We believe that the loss of any of these purchasers would not have a material adverse eff"
1486159_10K_2017_0001486159-18-000010.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 10%,"hort-term sales contracts for a portion of our portfolio at fixed differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2017, sales to Shell Trading (US) Company accounted for approximately 16% of our total sales. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2017, 2016 and 2015. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston Basin. Si"
1486159_10K_2017_0001486159-18-000010.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 10%,"pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2017, sales to Shell Trading (US) Company accounted for approximately 16% of our total sales. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. For the year ended December 31, 2015, sales to Shell Trading (US) Company accounted for approximately 10% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2017, 2016 and 2015. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston Basin. Since most of our oil and natural gas production is sold under market-based or spot market contracts, the revenues generated by"
1486159_10K_2017_0001486159-18-000010.json,item_7,(?i)major\s+customer,major customer,"rse effect on our results of operations or cash flows. Additionally, we sell a significant amount of our crude oil production through gathering systems connected to multiple pipeline and rail facilities. These gathering systems, which originate at the wellhead, reduce the need to transport barrels by truck from the wellhead. Currently, we are flowing approximately 90% of our gross operated oil production through these gathering systems. Please see “Item 1. Business-Marketing, transportation and major customers.” Our quarterly average net realized oil prices and average price differentials are shown in the tables below. Year ended December 31, 2017 Q1 Q2 Q3 Q4 Average Realized Oil Prices ($/Bbl)(1) $ 47.03 $ 44.61 $ 46.35 $ 54.97 $ 48.52 Average Price Differential ($/Bbl)(2) $ 4.88 $ 3.68 $ 1.82 $ 0.50 $ 2.60 Average Price Differential Percentage(2) % % % % % Year ended December 31, 2016 Q1 Q2 Q3 Q4 Average Realized Oil Prices ($/Bbl)(1) $ 28.74 $ 40.81 $ 40.54 $ 44.57 $ 38.64 Average Price Different"
1486159_10K_2018_0001486159-19-000006.json,item_1,(?i)major\s+customer,major customer,"t year initial term ending on December 31, 2025, with an additional five year term for certain retained acreage at certain depths in the Delaware, Bone Springs and Wolfcamp formations. If OP Permian fails to meet certain drilling and development obligations, this agreement may be subject to early termination, in which case, the additional five year term would begin on such date and we may be obligated to pay non-performance fees of up to approximately $100 million. Marketing, transportation and major customers The Williston Basin crude oil rail and pipeline transportation and refining infrastructure has grown substantially over the past decade, largely in response to drilling activity in the Bakken and Three Forks formations. In December 2018, oil production in North Dakota was approximately 1,401,000 barrels per day. According to the North Dakota Pipeline Authority website’s data last updated January 15, 2019, there was approximately 1,421,000 barrels per day of combined crude oil pipeline transpor"
1486159_10K_2018_0001486159-19-000006.json,item_1,(?i)10\s*%\s*(?:or more\s+)?of\s+(?:our\s+)?(?:total\s+)?(?:revenue|sales|net sales),10% of our total sales,"nnections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2018, no purchaser accounted for more than 10% of the Company’s total sales. For the year ended December 31, 2017, sales to Shell Trading (US) Company accounted for approximately 16% of our total sales. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2017 and 2016. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston and Delaware Basins. Since most of our oil and natural gas production is sold under market-based or spot market contracts, the revenues generated by our operati"
1486159_10K_2018_0001486159-19-000006.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 16%,"into various short-term sales contracts for a portion of our portfolio at fixed differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2018, no purchaser accounted for more than 10% of the Company’s total sales. For the year ended December 31, 2017, sales to Shell Trading (US) Company accounted for approximately 16% of our total sales. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2017 and 2016. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston and Delaware Basin"
1486159_10K_2018_0001486159-19-000006.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 10%,"ther markets and pipeline connections, we do not believe that the loss of any single oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2018, no purchaser accounted for more than 10% of the Company’s total sales. For the year ended December 31, 2017, sales to Shell Trading (US) Company accounted for approximately 16% of our total sales. For the year ended December 31, 2016, sales to PBF Holding Company LLC accounted for approximately 10% of our total sales. No other purchasers accounted for more than 10% of our total oil and natural gas sales for the years ended December 31, 2017 and 2016. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston and Delaware Basins. Since most of our oil and natural gas production is sold under market-based or spot market contracts, the revenues gener"
1486159_10K_2018_0001486159-19-000006.json,item_7,(?i)major\s+customer,major customer,"r cash flows. Additionally, we sell a significant amount of our crude oil production through gathering systems connected to multiple pipeline and rail facilities. These gathering systems, which originate at the wellhead, reduce the need to transport barrels by truck from the wellhead. Currently, 86% of our gross operated oil production and substantially all of our gross operated natural gas production are connected to gathering systems. Please see “Item 1. Business-Marketing, transportation and major customers.” Our quarterly average net realized oil prices and average price differentials are shown in the tables below. Year ended December 31, 2018 Q1 Q2 Q3 Q4 Average Realized Oil Prices ($/Bbl)(1) $ 61.75 $ 65.82 $ 68.33 $ 52.01 $ 61.84 Average Price Differential ($/Bbl)(2) $ 1.12 $ 2.07 $ 1.16 $ 6.79 $ 2.88 Average Price Differential Percentage(2) % % % % % Year ended December 31, 2017 Q1 Q2 Q3 Q4 Average Realized Oil Prices ($/Bbl)(1) $ 47.03 $ 44.58 $ 46.34 $ 54.95 $ 48.51 Average Price Different"
1486159_10K_2019_0001486159-20-000018.json,item_1,(?i)major\s+customer,major customer,"t year initial term ending on December 31, 2025, with an additional five year term for certain retained acreage at certain depths in the Delaware, Bone Springs and Wolfcamp formations. If OP Permian fails to meet certain drilling and development obligations, this agreement may be subject to early termination, in which case, the additional five year term would begin on such date and we may be obligated to pay non-performance fees of up to approximately $100 million. Marketing, transportation and major customers The Williston Basin crude oil rail and pipeline transportation and refining infrastructure has grown substantially over the past decade, largely in response to drilling activity in the Bakken and Three Forks formations. In December 2019, crude oil production in North Dakota was approximately 1,476,000 barrels per day. According to the North Dakota Pipeline Authority website’s data last updated February 14, 2020, there was approximately 1,381,000 barrels per day of combined crude oil pipeline t"
1486159_10K_2019_0001486159-20-000018.json,item_1,(?i)10\s*%\s*(?:or more\s+)?of\s+(?:our\s+)?(?:total\s+)?(?:revenue|sales|net sales),10% of our total sales,", 2019, sales to Phillips 66 Company accounted for approximately 14% of our total sales from the exploration and production segment. For the year ended December 31, 2018, no purchaser accounted for more than 10% of the Company’s total sales from the exploration and production segment. For the year ended December 31, 2017, sales to Shell Trading (US) Company accounted for approximately 16% of our total sales from the exploration and production segment. No other purchasers accounted for more than 10% of our total sales from the exploration and production segment for the years ended December 31, 2019 and 2017. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston and Delaware Basins. Since most of our crude oil, natural gas and NGL production is sold under market-based or spot market contracts, the revenues generated by our operations are highly dependent upon the"
1486159_10K_2019_0001486159-20-000018.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 14%,"ring and transportation positions and increase the value of our crude oil price realizations. We also entered into various short-term sales contracts for a portion of our portfolio at fixed differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single crude oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2019, sales to Phillips 66 Company accounted for approximately 14% of our total sales from the exploration and production segment. For the year ended December 31, 2018, no purchaser accounted for more than 10% of the Company’s total sales from the exploration and production segment. For the year ended December 31, 2017, sales to Shell Trading (US) Company accounted for approximately 16% of our total sales from the exploration and production segment. No other purchasers accounted for more than 10% of our total sales from the exploration and production segment f"
1486159_10K_2019_0001486159-20-000018.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 16%,"oil or natural gas customer would have a material adverse effect on our results of operations or cash flows. For the year ended December 31, 2019, sales to Phillips 66 Company accounted for approximately 14% of our total sales from the exploration and production segment. For the year ended December 31, 2018, no purchaser accounted for more than 10% of the Company’s total sales from the exploration and production segment. For the year ended December 31, 2017, sales to Shell Trading (US) Company accounted for approximately 16% of our total sales from the exploration and production segment. No other purchasers accounted for more than 10% of our total sales from the exploration and production segment for the years ended December 31, 2019 and 2017. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil and natural gas purchasers in the Williston and Delaware Basins. Since most of our crude oil, natural gas and NGL pro"
1486159_10K_2019_0001486159-20-000018.json,item_7,(?i)major\s+customer,major customer,"flows. Additionally, we sell a significant amount of our crude oil production through gathering systems connected to multiple pipeline and rail facilities. These gathering systems, which originate at the wellhead, reduce the need to transport barrels by truck from the wellhead. Currently, 91% of our gross operated crude oil production and substantially all of our gross operated natural gas production are connected to gathering systems. Please see “Item 1. Business-Marketing, transportation and major customers.” Our quarterly average net realized crude oil prices and average price differentials are shown in the tables below. 2019 Year ended December 31, 2019 Q1 Q2 Q3 Q4 Average Realized Crude Oil Prices ($/Bbl)(1) $ 53.52 $ 58.87 $ 55.12 $ 53.66 $ 55.27 Average Price Differential ($/Bbl)(2) $ 1.30 $ 0.96 $ 1.30 $ 3.23 $ 1.68 Average Price Differential Percentage(2) 2 % 2 % 2 % 6 % 3 % 2018 Year ended December 31, 2018 Q1 Q2 Q3 Q4 Average Realized Crude Oil Prices ($/Bbl)(1) $ 61.75 $ 65.82 $ 68.33 $"
1486159_10K_2020_0001486159-21-000017.json,item_1,(?i)major\s+customer,major customer,"r the reduction of our drilling obligations for 2021 similar to that previously received. We can provide no assurance that we will be successful in obtaining this amendment. Given the early stages of our discussions with University Lands on our drilling obligations for 2021 and the continuous flexibility we have with our drilling program to adjust as market and business conditions warrant, we cannot predict whether we will incur losses or estimate the amount of any potential loss. Marketing and major customers We principally sell our crude oil, natural gas and NGL production to refiners, marketers and other purchasers that have access to nearby pipeline and rail facilities. In an effort to improve price realizations from the sale of our crude oil and natural gas, we manage our commodities marketing activities in-house, which enables us to market and sell our crude oil and natural gas to a broad array of potential purchasers. We sell a significant amount of our crude oil production through bulk sales"
1486159_10K_2020_0001486159-21-000017.json,item_1,(?i)10\s*%\s*(?:or more\s+)?of\s+(?:our\s+)?(?:total\s+)?(?:revenue|sales|net sales),10% of our total sales,"obil Oil Corporation and Phillips 66 Company accounted for approximately 22% and 15%, respectively, of our total product sales. For the Predecessor period of January 1, 2020 through November 19, 2020, Phillips 66 Company and Gunvor USA LLC accounted for approximately 11% and 10%, respectively, of our total product sales. For the year ended December 31, 2019, sales to Phillips 66 Company accounted for approximately 14% of our hydrocarbon product sales. No other purchasers accounted for more than 10% of our total sales in 2020 or 2019. For the year ended December 31, 2018, no purchaser accounted for more than 10% of our total sales. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil, natural gas and NGL purchasers and markets in the Williston and Permian Basins. Delivery commitments As of December 31, 2020, we had certain agreements with an aggregate requirement to deliver or transport a minimum quantit"
1486159_10K_2020_0001486159-21-000017.json,item_1,(?i)10\s*%\s*(?:or more\s+)?of\s+(?:our\s+)?(?:total\s+)?(?:revenue|sales|net sales),10% of our total sales,"oduct sales. For the Predecessor period of January 1, 2020 through November 19, 2020, Phillips 66 Company and Gunvor USA LLC accounted for approximately 11% and 10%, respectively, of our total product sales. For the year ended December 31, 2019, sales to Phillips 66 Company accounted for approximately 14% of our hydrocarbon product sales. No other purchasers accounted for more than 10% of our total sales in 2020 or 2019. For the year ended December 31, 2018, no purchaser accounted for more than 10% of our total sales. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil, natural gas and NGL purchasers and markets in the Williston and Permian Basins. Delivery commitments As of December 31, 2020, we had certain agreements with an aggregate requirement to deliver or transport a minimum quantity of approximately 46.6 MMBbl of crude oil, 704.1 Bcf of natural gas and 28.1 MMBbl of NGLs, prior to any applicabl"
1486159_10K_2020_0001486159-21-000017.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 22%,"ur business-The marketability of our production is dependent upon crude oil, natural gas and NGL gathering, processing and transportation facilities, some of which are owned by third parties. Market conditions or operational impediments could hinder our access to crude oil, natural gas or NGL markets, delay our production or reduce the realized prices we receive.” For the Successor period of November 20, 2020 through December 31, 2020, sales to ExxonMobil Oil Corporation and Phillips 66 Company accounted for approximately 22% and 15%, respectively, of our total product sales. For the Predecessor period of January 1, 2020 through November 19, 2020, Phillips 66 Company and Gunvor USA LLC accounted for approximately 11% and 10%, respectively, of our total product sales. For the year ended December 31, 2019, sales to Phillips 66 Company accounted for approximately 14% of our hydrocarbon product sales. No other purchasers accounted for more than 10% of our total sales in 2020 or 2019. For the year ended December 31, 2018"
1486159_10K_2020_0001486159-21-000017.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 11%,"ket conditions or operational impediments could hinder our access to crude oil, natural gas or NGL markets, delay our production or reduce the realized prices we receive.” For the Successor period of November 20, 2020 through December 31, 2020, sales to ExxonMobil Oil Corporation and Phillips 66 Company accounted for approximately 22% and 15%, respectively, of our total product sales. For the Predecessor period of January 1, 2020 through November 19, 2020, Phillips 66 Company and Gunvor USA LLC accounted for approximately 11% and 10%, respectively, of our total product sales. For the year ended December 31, 2019, sales to Phillips 66 Company accounted for approximately 14% of our hydrocarbon product sales. No other purchasers accounted for more than 10% of our total sales in 2020 or 2019. For the year ended December 31, 2018, no purchaser accounted for more than 10% of our total sales. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a numbe"
1486159_10K_2020_0001486159-21-000017.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 14%,"d prices we receive.” For the Successor period of November 20, 2020 through December 31, 2020, sales to ExxonMobil Oil Corporation and Phillips 66 Company accounted for approximately 22% and 15%, respectively, of our total product sales. For the Predecessor period of January 1, 2020 through November 19, 2020, Phillips 66 Company and Gunvor USA LLC accounted for approximately 11% and 10%, respectively, of our total product sales. For the year ended December 31, 2019, sales to Phillips 66 Company accounted for approximately 14% of our hydrocarbon product sales. No other purchasers accounted for more than 10% of our total sales in 2020 or 2019. For the year ended December 31, 2018, no purchaser accounted for more than 10% of our total sales. We believe that the loss of any of these purchasers would not have a material adverse effect on our operations, as there are a number of alternative crude oil, natural gas and NGL purchasers and markets in the Williston and Permian Basins. Delivery commitments As of December 31, 20"
1486159_10K_2020_0001486159-21-000017.json,item_7,(?i)major\s+customer,major customer,"ransportation capacity, utilize derivative financial instruments to manage our commodity price risk and enter into physical delivery contracts to manage our price differentials. Due to the availability of other markets and pipeline connections, we do not believe that the loss of any single crude oil, natural gas or NGL customer would have a material adverse effect on our results of operations or cash flows. Please see “Part I, Item 1. Business-Exploration and Production Operations-Marketing and major customers.” Our average net realized crude oil prices and average price differentials are shown in the tables below for the periods presented: Predecessor Successor 2020 Period from October 1, 2020 through November 19, 2020 Period from November 20, 2020 through December 31, 2020 Q1 Q2 Q3 Average Realized Crude Oil Prices ($/Bbl)(1) $ 43.22 $ 24.45 $ 38.52 $ 37.67 $ 43.36 Average Price Differential ($/Bbl)(2) $ 3.19 $ 2.90 $ 2.44 $ 2.07 $ 3.16 Average Price Differential Percentage(2) 7 % 11 % 6 % 5 % 7 %"
